"School
Code",Boro Number,Boro,School,School Name,"Galaxy
FY11 Loc
Code",Status,Dist,"Poverty
Percentage","County
Cutoff","T1-1
NT1=0","Audited
Register","Proj_Regs
for New
Schools","Proj Regs for
Restruct &
Phase-Ins
Grades","Poverty
Count","T1 School
Poverty
Count","Students
in Temp
Housing","Title I
Eligible
Pupils","Additional
Title I
Eligibles
Phase-IN",USM,"OAG
Audit","for NYC
overal
count","Expalnation of Title I
School Designation","Weighted
T1 Count
(including
phase-in)","FY11
Entitlement",Title I ARRA,"Title I Basic
Allocation","Total Minimum
Parent (1%)
Involvement
Commitment",SWP?
428008,4,Q,8,J.H.S. 008 RICHARD S. GROSSLEY,28Q008,Open,28,72.7,40.00%,1,710,0,0,516,516,30,516,0,,,516,TitleI:no chng,516,"$409,661 ","9,677","399,984","$4,097 ",SWP
428030,4,Q,30,P.S. 030 QUEENS,28Q030,Open,28,80.9,40.00%,1,560,0,0,453,453,32,453,0,UU,,453,TitleI:no chng,453,"$359,644 ","22,442","337,202","$3,596 ",SWP
428040,4,Q,40,P.S. 040 SAMUEL HUNTINGTON,28Q040,Open,28,92.2,40.00%,1,510,0,0,470,470,37,470,0,,,470,TitleI:no chng,470,"$373,141 ","7,206","365,935","$3,731 ",SWP
428048,4,Q,48,P.S. 048 WILLIAM WORDSWORTH,28Q048,Open,28,79.2,40.00%,1,360,0,0,285,285,21,285,0,,,285,TitleI:no chng,285,"$226,266 ","4,736","221,530","$2,263 ",SWP
428050,4,Q,50,P.S. 050 TALFOURD LAWN ELEMENTAR 28Q050,,Open,28,97.8,40.00%,1,883,0,0,864,864,26,864,0,,,864,TitleI:no chng,864,"$685,944 ","11,736","674,208","$6,859 ",SWP
428054,4,Q,54,P.S. 054 HILLSIDE,28Q054,Open,28,89.6,40.00%,1,571,0,0,512,512,17,512,0,UU,,512,TitleI:no chng,512,"$406,485 ","16,677","389,808","$4,065 ",SWP
428055,4,Q,55,P.S. 055 MAURE,28Q055,Open,28,81.4,40.00%,1,699,0,0,569,569,19,569,0,,,569,TitleI:no chng,569,"$451,738 ","20,795","430,943","$4,517 ",SWP
428072,4,Q,72,CATHERINE & COUNT BASIE MIDDLE SC 28Q072,,Open,28,81.6,40.00%,1,801,0,0,654,654,21,654,0,,,654,TitleI:no chng,654,"$519,221 ","21,619","497,602","$5,192 ",SWP
428080,4,Q,80,P.S. 080 THURGOOD MARSHALL MAGN 28Q080,,Open,28,79,40.00%,1,639,0,0,505,505,35,505,0,,,505,TitleI:no chng,505,"$400,928 ","19,560","381,368","$4,009 ",SWP
428082,4,Q,82,P.S. 082 HAMMOND,28Q082,Open,28,95.7,40.00%,1,591,0,0,566,566,37,566,0,UU,,566,TitleI:no chng,566,"$449,357 ","8,030","441,327","$4,494 ",SWP
428086,4,Q,86,P.S. Q086,28Q086,Open,28,89.3,40.00%,1,926,0,0,827,827,24,827,0,UU,,827,TitleI:no chng,827,"$656,569 ","28,619","627,950","$6,566 ",SWP
428099,4,Q,99,P.S. 099 KEW GARDENS,28Q099,Open,28,70.1,40.00%,1,778,0,0,545,545,21,545,0,UU,,545,TitleI:no chng,545,"$432,684 ","18,324","414,360","$4,327 ",SWP
428101,4,Q,101,P.S. 101 SCHOOL IN THE GARDENS,28Q101,Open,28,22.6,40.00%,0,629,0,0,142,0,5,5,0,,,5,Non-T1:STH only:no chng,5,"$3,970 ",0,"3,970",$40 ,Target
428117,4,Q,117,P.S. 117 J. KELD / BRIARWOOD SCHOOL 28Q117,,Open,28,81.5,40.00%,1,"1,144",0,0,932,932,44,932,0,UU,,932,TitleI:no chng,932,"$739,930 ","23,266","716,664","$7,399 ",SWP
428121,4,Q,121,P.S. 121 QUEENS,28Q121,Open,28,88.7,40.00%,1,967,0,0,858,858,11,858,0,,,858,TitleI:no chng,858,"$681,180 ","13,177","668,003","$6,812 ",SWP
428139,4,Q,139,P.S. 139 REGO PARK,28Q139,Open,28,62.5,40.00%,1,880,0,0,550,550,13,550,0,,,550,TitleI:no chng,550,"$436,654 ","436,654",0,"$4,367 ",SWP
428140,4,Q,140,P.S. 140 EDWARD K ELLINGTON,28Q140,Open,28,76.3,40.00%,1,754,0,0,575,575,40,575,0,,,575,TitleI:no chng,575,"$456,502 ","13,589","442,913","$4,565 ",SWP
428144,4,Q,144,P.S. 144 COL JEROMUS REMSEN,28Q144,Open,28,32.5,40.00%,0,661,0,0,215,0,5,5,0,,,5,Non-T1:STH only:no chng,5,"$3,970 ",0,"3,970",$40 ,Target
428157,4,Q,157,J.H.S. 157 STEPHEN A. HALSEY,28Q157,Open,28,61,40.00%,1,"1,066",0,0,650,650,14,650,0,UU,,650,TitleI:no chng,650,"$516,046 ","516,046",0,"$5,160 ",SWP
428160,4,Q,160,P.S. 160 WALTER FRANCIS BISHOP,28Q160,Open,28,90.3,40.00%,1,722,0,0,652,652,32,652,0,,,652,TitleI:no chng,652,"$517,633 ","10,912","506,721","$5,176 ",SWP
428161,4,Q,161,P.S. 161 ARTHUR ASHE SCHOOL,28Q161,Open,28,94.4,40.00%,1,780,0,0,736,736,7,736,0,,,736,TitleI:no chng,736,"$584,322 ","16,265","568,057","$5,843 ",SWP
428174,4,Q,174,P.S. 174 WILLIAM SIDNEY MOUNT,28Q174,Open,28,45,40.00%,1,580,0,0,261,261,2,261,0,,,261,TitleI:no chng,261,"$207,212 ","207,212",0,"$2,072 ",SWP
428175,4,Q,175,P.S. 175 THE LYNN GROSS DISCOVERY S 28Q175,,Open,28,69.7,40.00%,1,705,0,0,491,491,8,491,0,UU,,491,TitleI:no chng,491,"$389,813 ","9,265","380,548","$3,898 ",SWP
428182,4,Q,182,P.S. 182 SAMANTHA SMITH,28Q182,Open,28,95.8,40.00%,1,777,0,0,744,744,16,744,0,,,744,TitleI:no chng,744,"$590,674 ","11,942","578,732","$5,907 ",SWP
428190,4,Q,190,J.H.S. 190 RUSSELL SAGE,28Q190,Open,28,50.7,40.00%,1,869,0,0,441,441,15,441,0,UU,,441,TitleI:no chng,441,"$350,117 ","350,117",0,"$3,501 ",SWP
428196,4,Q,196,P.S. 196 GRAND CENTRAL PARKWAY,28Q196,Open,28,25.9,40.00%,0,645,0,0,167,0,4,4,0,,,4,Non-T1:STH only:no chng,4,"$3,176 ",0,"3,176",$32 ,
428206,4,Q,206,P.S. 206 THE HORACE HARDING SCHOO 28Q206,,Open,28,84.2,40.00%,1,603,0,0,508,508,38,508,0,,,508,TitleI:no chng,508,"$403,309 ","16,677","386,632","$4,033 ",SWP
428217,4,Q,217,J.H.S. 217 ROBERT A. VAN WYCK,28Q217,Open,28,85.1,40.00%,1,"1,312",0,0,"1,117","1,117",36,"1,117",0,UU,,1117,TitleI:no chng,"1,117","$886,805 ","38,502","848,303","$8,868 ",SWP
428220,4,Q,220,P.S. 220 EDWARD MANDEL,28Q220,Open,28,75.8,40.00%,1,479,0,0,363,363,7,363,0,,,363,TitleI:no chng,363,"$288,192 ","15,854","272,338","$2,882 ",SWP
428284,4,Q,284,YORK EARLY COLLEGE ACADEMY,28Q284,Open,28,78.4,40.00%,1,328,0,81,257,257,3,257,64,,,257,TitleI:no chng,321,"$254,847 ","254,847",0,"$2,548 ",SWP
428303,4,Q,303,THE ACADEMY FOR EXCELLENCE THROU 28Q303,,Open,28,8.3,40.00%,0,96,0,45,8,0,0,0,0,,,0,Non-T1:STH only:no chng,0,$0 ,0,0,$0 ,
428310,4,Q,310,QUEENS COLLEGIATE: A COLLEGE BOAR 28Q310,,Open,28,79.5,40.00%,1,161,0,147,128,128,1,128,117,,,128,TitleI:no chng,245,"$194,510 ","12,971","181,539","$1,945 ",SWP
428440,4,Q,440,FOREST HILLS HIGH SCHOOL,28Q440,Open,28,50.7,40.00%,1,"3,819",0,0,"1,936","1,936",30,"1,936",0,,,1936,TitleI:no chng,"1,936","$1,537,022 ","1,537,022",0,"$15,370 ",SWP
428470,4,Q,470,JAMAICA HIGH SCHOOL,28Q470,Open,28,59,40.00%,1,"1,413",0,0,834,834,45,834,0,,,834,TitleI:no chng,834,"$662,126 ","662,126",0,"$6,621 ",SWP
428505,4,Q,505,HILLCREST HIGH SCHOOL,28Q505,Open,28,76.4,40.00%,1,"3,041",0,0,"2,323","2,323",103,"2,323",0,,,2323,TitleI:no chng,"2,323","$1,844,268 ","73,915","1,770,353","$18,443 ",SWP
428620,4,Q,620,THOMAS A. EDISON CAREER AND TECH 28Q620,,Open,28,54.7,40.00%,1,"2,582",0,0,"1,412","1,412",12,"1,412",0,,A,1412,TitleI:no chng,"1,412","$1,121,010 ","1,121,010",0,"$11,210 ",SWP
428680,4,Q,680,QUEENS GATEWAY TO HEALTH SCIENC 28Q680,,Open,28,68.8,40.00%,1,640,0,10,440,440,1,440,7,,A,440,TitleI:no chng,447,"$354,881 ","354,881",0,"$3,549 ",SWP
428687,4,Q,687,QUEENS HIGH SCHOOL FOR THE SCIENC 28Q687,,Open,28,42.6,40.00%,1,415,0,0,177,177,1,177,0,UU,,177,TitleI:no chng,177,"$140,523 ","140,523",0,"$1,405 ",SWP
428690,4,Q,690,HIGH SCHOOL FOR LAW ENFORCEMEN 28Q690,,Open,28,58.2,40.00%,1,552,0,0,321,321,11,321,0,,A,321,TitleI:no chng,321,"$254,847 ","254,847",0,"$2,548 ",SWP
428896,4,Q,896,YOUNG WOMEN'S LEADERSHIP SCHOO 28Q896,,Open,28,76.9,40.00%,1,368,0,39,283,283,5,283,30,UU,,283,TitleI:no chng,313,"$248,496 ","16,883","231,613","$2,485 ",SWP
429015,4,Q,15,P.S. 015 JACKIE ROBINSON,29Q015,Open,29,79.9,40.00%,1,438,0,0,350,350,12,350,0,,A,350,TitleI:no chng,350,"$277,871 ","11,118","266,753","$2,779 ",Target
429033,4,Q,33,P.S. 033 EDWARD M. FUNK,29Q033,Open,29,75,40.00%,1,"1,041",0,0,781,781,11,781,0,UU,,781,TitleI:no chng,781,"$620,049 ","36,855","583,194","$6,200 ",SWP
429034,4,Q,34,P.S. 034 JOHN HARVARD,29Q034,Open,29,95.4,40.00%,1,500,0,0,477,477,22,477,0,,,477,TitleI:no chng,477,"$378,698 ","7,824","370,874","$3,787 ",SWP
429035,4,Q,35,P.S. 035 NATHANIEL WOODHULL,29Q035,Open,29,80.2,40.00%,1,604,0,0,484,484,26,484,0,UU,,484,TitleI:no chng,484,"$384,255 ","18,324","365,931","$3,843 ",SWP
429036,4,Q,36,P.S. 036 SAINT ALBANS SCHOOL,29Q036,Open,29,73.9,40.00%,1,470,0,0,347,347,37,347,0,UU,,347,TitleI:no chng,347,"$275,489 ","14,001","261,488","$2,755 ",SWP
429037,4,Q,37,CYNTHIA JENKINS SCHOOL,29Q037,Open,29,59.1,40.00%,1,526,0,0,311,311,23,311,0,,,311,TitleI:no chng,311,"$246,908 ","8,030","238,878","$2,469 ",SWP
429038,4,Q,38,P.S. 038 ROSEDALE,29Q038,Open,29,84.6,40.00%,1,259,0,0,219,219,11,219,0,,,219,TitleI:no chng,219,"$173,868 ","7,206","166,662","$1,739 ",SWP
429052,4,Q,52,P.S. 052 QUEENS,29Q052,Open,29,87.9,40.00%,1,521,0,0,458,458,46,458,0,UU,,458,TitleI:no chng,458,"$363,614 ","15,648","347,966","$3,636 ",SWP
429059,4,Q,59,I.S. 059 SPRINGFIELD GARDENS,29Q059,Open,29,62.3,40.00%,1,826,0,0,515,515,27,515,0,,,515,TitleI:no chng,515,"$408,867 ","18,736","390,131","$4,089 ",SWP
429095,4,Q,95,P.S. 095 EASTWOOD,29Q095,Open,29,88.5,40.00%,1,"1,331",0,0,"1,178","1,178",106,"1,178",0,UU,,1178,TitleI:no chng,"1,178","$935,233 ","31,502","903,731","$9,352 ",SWP
429109,4,Q,109,JEAN NUZZI INTERMEDIATE SCHOOL,29Q109,Open,29,65.5,40.00%,1,"1,122",0,0,735,735,21,735,0,UU,,735,TitleI:no chng,735,"$583,528 ","583,528",0,"$5,835 ",SWP
429116,4,Q,116,PS/IS 116 WILLIAM C. HUGHLEY,29Q116,Open,29,89.3,40.00%,1,866,0,0,773,773,36,773,0,UU,,773,TitleI:no chng,773,"$613,697 ","19,354","594,343","$6,137 ",SWP
429118,4,Q,118,P.S. 118 LORRAINE HANSBERRY,29Q118,Open,29,84.2,40.00%,1,660,0,0,556,556,26,556,0,,,556,TitleI:no chng,556,"$441,417 ","16,471","424,946","$4,414 ",SWP
429131,4,Q,131,P.S. 131 ABIGAIL ADAMS,29Q131,Open,29,88.2,40.00%,1,774,0,0,683,683,33,683,0,,,683,TitleI:no chng,683,"$542,245 ","8,236","534,009","$5,422 ",SWP
429132,4,Q,132,P.S. 132 RALPH BUNCHE,29Q132,Open,29,67.8,40.00%,1,342,0,0,232,232,2,232,0,,,232,TitleI:no chng,232,"$184,189 ","11,118","173,071","$1,842 ",SWP
429134,4,Q,134,P.S. 134 HOLLIS,29Q134,Open,29,87.3,40.00%,1,474,0,0,414,414,16,414,0,,,414,TitleI:no chng,414,"$328,681 ","12,971","315,710","$3,287 ",SWP
429135,4,Q,135,THE BELLAIRE SCHOOL,29Q135,Open,29,81.1,40.00%,1,"1,163",0,0,943,943,23,943,0,UU,,943,TitleI:no chng,943,"$748,663 ","10,501","738,162","$7,487 ",Target
429136,4,Q,136,P.S. 136 ROY WILKINS,29Q136,Open,29,69.4,40.00%,1,682,0,0,473,473,28,473,0,,,473,TitleI:no chng,473,"$375,522 ","9,059","366,463","$3,755 ",SWP
429138,4,Q,138,P.S. 138 SUNRISE,29Q138,Open,29,81.5,40.00%,1,887,0,0,723,723,26,723,0,,,723,TitleI:no chng,723,"$574,001 ","16,883","557,118","$5,740 ",SWP
429147,4,Q,147,PS/MS 147 RONALD MCNAIR,29Q147,Open,29,68.4,40.00%,1,841,0,0,575,575,24,575,0,,,575,TitleI:no chng,575,"$456,502 ","21,619","434,883","$4,565 ",SWP
429156,4,Q,156,P.S. 156 LAURELTON,29Q156,Open,29,58.5,40.00%,1,803,0,0,470,470,35,470,0,UU,,470,TitleI:no chng,470,"$373,141 ","373,141",0,"$3,731 ",SWP
429176,4,Q,176,P.S. 176 CAMBRIA HEIGHTS,29Q176,Open,29,86.6,40.00%,1,742,0,0,643,643,2,643,0,UU,,643,TitleI:no chng,643,"$510,488 ","9,677","500,811","$5,105 ",SWP
429181,4,Q,181,P.S. 181 BROOKFIELD,29Q181,Open,29,79.1,40.00%,1,401,0,0,317,317,35,317,0,,,317,TitleI:no chng,317,"$251,671 ","12,559","239,112","$2,517 ",SWP
429192,4,Q,192,I.S. 192 THE LINDEN,29Q192,Open,29,77.9,40.00%,1,745,0,0,580,580,36,580,0,,,580,TitleI:no chng,580,"$460,471 ","18,324","442,147","$4,605 ",SWP
429195,4,Q,195,P.S. 195 WILLIAM HABERLE,29Q195,Open,29,91.3,40.00%,1,641,0,0,585,585,23,585,0,,,585,TitleI:no chng,585,"$464,441 ","19,148","445,293","$4,644 ",SWP
429208,4,Q,208,P.S. / I.S. 208,29Q208,Open,29,53.1,40.00%,1,733,0,0,389,389,7,389,0,,,389,TitleI:no chng,389,"$308,833 ","308,833",0,"$3,088 ",SWP
429231,4,Q,231,I.S. 231 MAGNETECH 2000,29Q231,Open,29,78,40.00%,1,930,0,0,725,725,37,725,0,,A,725,TitleI:no chng,725,"$575,589 ","18,942","556,647","$5,756 ",SWP
429238,4,Q,238,I.S. 238 SUSAN B ANTHONY,29Q238,Open,29,79.1,40.00%,1,"1,623",0,0,"1,284","1,284",43,"1,284",0,,,1284,TitleI:no chng,"1,284","$1,019,389 ","34,384","985,005","$10,194 ",SWP
429248,4,Q,248,QUEENS PREPARATORY ACADEMY,29Q248,Open,29,61.2,40.00%,1,353,0,0,216,216,16,216,0,,,216,TitleI:no chng,216,"$171,486 ","171,486",0,"$1,715 ",SWP
429251,4,Q,251,P.S. 251 QUEENS,29Q251,Open,29,73.7,40.00%,1,372,0,0,274,274,13,274,0,,,274,TitleI:no chng,274,"$217,533 ","217,533",0,"$2,175 ",SWP
429259,4,Q,259,PATHWAYS COLLEGE PREPARATORY SC 29Q259,,Open,29,58.6,40.00%,1,527,0,0,309,309,4,309,0,,,309,TitleI:no chng,309,"$245,320 ","245,320",0,"$2,453 ",SWP
429265,4,Q,265,EXCELSIOR PREPARATORY HIGH SCHOO 29Q265,,Open,29,73.6,40.00%,1,402,0,0,296,296,12,296,0,,,296,TitleI:no chng,296,"$234,999 ","7,618","227,381","$2,350 ",SWP
429268,4,Q,268,PS/IS 268,29Q268,Open,29,79,40.00%,1,565,0,0,446,446,11,446,0,UU,,446,TitleI:no chng,446,"$354,087 ","17,913","336,174","$3,541 ",SWP
429270,4,Q,270,THE GORDON PARKS SCHOOL,29Q270,Open,29,57.9,40.00%,1,644,0,0,373,373,7,373,0,,A,373,TitleI:no chng,373,"$296,131 ","296,131",0,"$2,961 ",SWP
429272,4,Q,272,GEORGE WASHINGTON CARVER HIGH S 29Q272,,Open,29,61.3,40.00%,1,429,0,0,263,263,10,263,0,,A,263,TitleI:no chng,263,"$208,800 ","208,800",0,"$2,088 ",SWP
429283,4,Q,283,PREPARATORY ACADEMY FOR WRITERS 29Q283,,Open,29,66.6,40.00%,1,377,0,0,251,251,17,251,0,,,251,TitleI:no chng,251,"$199,273 ","199,273",0,"$1,993 ",SWP
429295,4,Q,295,P.S./I.S. 295,29Q295,Open,29,79.2,40.00%,1,481,0,0,381,381,0,381,0,UU,,381,TitleI:no chng,381,"$302,482 ","23,678","278,804","$3,025 ",SWP
429492,4,Q,492,"MATHEMATICS, SCIENCE RESEARCH AN 29Q492",,Open,29,56.8,40.00%,1,468,0,0,266,266,6,266,0,,A,266,TitleI:no chng,266,"$211,182 ","211,182",0,"$2,112 ",SWP
429494,4,Q,494,"LAW, GOVERNMENT AND COMMUNITY 29Q494",,Open,29,56.1,40.00%,1,487,0,0,273,273,10,273,0,,A,273,TitleI:no chng,273,"$216,739 ","216,739",0,"$2,167 ",SWP
429496,4,Q,496,"BUSINESS, COMPUTER APPLICATIONS & 29Q496",,Open,29,55.1,40.00%,1,461,0,0,254,254,16,254,0,,A,254,TitleI:newT1,254,"$201,655 ","201,655",0,"$2,017 ",Target
429498,4,Q,498,HUMANITIES & ARTS MAGNET HIGH SC 29Q498,,Open,29,62.7,40.00%,1,466,0,0,292,292,10,292,0,,A,292,TitleI:no chng,292,"$231,824 ","12,971","218,853","$2,318 ",SWP
430002,4,Q,2,P.S. 002 ALFRED ZIMBERG,30Q002,Open,30,75.2,40.00%,1,647,0,0,487,487,3,487,0,UU,,487,TitleI:no chng,487,"$386,637 ","14,824","371,813","$3,866 ",SWP
430010,4,Q,10,I.S. 010 HORACE GREELEY,30Q010,Open,30,95.5,40.00%,1,961,0,0,918,918,5,918,0,UU,,918,TitleI:no chng,918,"$728,815 ","8,236","720,579","$7,288 ",SWP
430011,4,Q,11,P.S. 011 KATHRYN PHELAN,30Q011,Open,30,83,40.00%,1,"1,235",0,0,"1,025","1,025",6,"1,025",0,UU,,1025,TitleI:no chng,"1,025","$813,764 ","34,590","779,174","$8,138 ",SWP
430017,4,Q,17,P.S. 017 HENRY DAVID THOREAU,30Q017,Open,30,88.1,40.00%,1,643,0,0,566,566,10,566,0,UU,,566,TitleI:no chng,566,"$449,357 ","14,001","435,356","$4,494 ",SWP
430069,4,Q,69,P.S. 069 JACKSON HEIGHTS,30Q069,Open,30,78,40.00%,1,"1,191",0,0,929,929,91,929,0,UU,,929,TitleI:no chng,929,"$737,548 ","38,502","699,046","$7,375 ",SWP
430070,4,Q,70,P.S. 070 QUEENS,30Q070,Open,30,78.7,40.00%,1,956,0,0,752,752,13,752,0,,,752,TitleI:no chng,752,"$597,025 ","22,648","574,377","$5,970 ",SWP
430076,4,Q,76,P.S. 076 WILLIAM HALLET,30Q076,Open,30,89.4,40.00%,1,547,0,0,489,489,18,489,0,UU,,489,TitleI:no chng,489,"$388,225 ","14,207","374,018","$3,882 ",SWP
430078,4,Q,78,P.S. 078,30Q078,Open,30,70,40.00%,1,212,0,0,148,148,1,148,0,UU,,148,TitleI:no chng,148,"$117,500 ","5,353","112,147","$1,175 ",SWP
430084,4,Q,84,P.S. 084 STEINWAY,30Q084,Open,30,85.3,40.00%,1,379,0,0,323,323,4,323,0,UU,,323,TitleI:no chng,323,"$256,435 ","11,118","245,317","$2,564 ",SWP
430085,4,Q,85,P.S. 085 JUDGE CHARLES VALLONE,30Q085,Open,30,84.2,40.00%,1,447,0,0,376,376,3,376,0,UU,,376,TitleI:no chng,376,"$298,513 ","13,795","284,718","$2,985 ",SWP
430092,4,Q,92,P.S. 092 HARRY T. STEWART SR.,30Q092,Open,30,96.9,40.00%,1,826,0,0,800,800,5,800,0,UU,,800,TitleI:no chng,800,"$635,133 ","12,765","622,368","$6,351 ",SWP
430111,4,Q,111,P.S. 111 JACOB BLACKWELL,30Q111,Open,30,86.6,40.00%,1,404,0,0,350,350,39,350,0,,,350,TitleI:no chng,350,"$277,871 ","3,912","273,959","$2,779 ",SWP
430112,4,Q,112,P.S. 112 DUTCH KILLS,30Q112,Open,30,95,40.00%,1,492,0,0,467,467,10,467,0,UU,,467,TitleI:no chng,467,"$370,759 ","6,794","363,965","$3,708 ",SWP
430122,4,Q,122,P.S. 122 MAMIE FAY,30Q122,Open,30,69.6,40.00%,1,"1,361",0,0,947,947,17,947,0,,,947,TitleI:no chng,947,"$751,839 ","751,839",0,"$7,518 ",SWP
430126,4,Q,126,ALBERT SHANKER SCHOOL FOR VISUAL,30Q126,Open,30,93.4,40.00%,1,624,0,0,583,583,14,583,0,,,583,TitleI:no chng,583,"$462,853 ","10,706","452,147","$4,629 ",SWP
430127,4,Q,127,P.S. 127 AEROSPACE SCIENCE MAGNE,30Q127,Open,30,91.7,40.00%,1,"1,207",0,0,"1,107","1,107",41,"1,107",0,,,1107,TitleI:no chng,"1,107","$878,865 ","18,119","860,746","$8,789 ",SWP
430141,4,Q,141,I.S. 141 THE STEINWAY,30Q141,Open,30,80,40.00%,1,995,0,0,796,796,16,796,0,UU,,796,TitleI:no chng,796,"$631,957 ","35,825","596,132","$6,320 ",SWP
430145,4,Q,145,I.S. 145 JOSEPH PULITZER,30Q145,Open,30,83.9,40.00%,1,"1,961",0,0,"1,645","1,645",38,"1,645",0,,,1645,TitleI:no chng,"1,645","$1,305,992 ","33,766","1,272,226","$13,060 ",SWP
430148,4,Q,148,P.S. 148 QUEENS,30Q148,Open,30,87,40.00%,1,"1,079",0,0,939,939,20,939,0,UU,,939,TitleI:no chng,939,"$745,487 ","36,855","708,632","$7,455 ",SWP
430149,4,Q,149,P.S. 149 CHRISTA MCAULIFFE,30Q149,Open,30,87.5,40.00%,1,"1,177",0,0,"1,030","1,030",10,"1,030",0,,,1030,TitleI:no chng,"1,030","$817,734 ","15,442","802,292","$8,177 ",SWP
430150,4,Q,150,P.S. 150 QUEENS,30Q150,Open,30,80.5,40.00%,1,"1,149",0,0,925,925,2,925,0,UU,,925,TitleI:no chng,925,"$734,373 ","34,178","700,195","$7,344 ",SWP
430151,4,Q,151,P.S. 151 MARY D. CARTER,30Q151,Open,30,86.9,40.00%,1,540,0,0,469,469,25,469,0,,,469,TitleI:no chng,469,"$372,347 ","8,442","363,905","$3,723 ",SWP
430152,4,Q,152,P.S. 152 GWENDOLYN ALLEYNE,30Q152,Open,30,86.5,40.00%,1,"1,243",0,0,"1,075","1,075",39,"1,075",0,UU,,1075,TitleI:no chng,"1,075","$853,460 ","29,854","823,606","$8,535 ",SWP
430166,4,Q,166,P.S. 166 HENRY GRADSTEIN,30Q166,Open,30,90.3,40.00%,1,"1,004",0,0,907,907,26,907,0,UU,,907,TitleI:no chng,907,"$720,082 ","22,030","698,052","$7,201 ",SWP
430171,4,Q,171,P.S. 171 PETER G. VAN ALST,30Q171,Open,30,94.6,40.00%,1,592,0,0,560,560,53,560,0,UU,,560,TitleI:no chng,560,"$444,593 ","7,206","437,387","$4,446 ",SWP
430204,4,Q,204,I.S. 204 OLIVER W. HOLMES,30Q204,Open,30,94.8,40.00%,1,756,0,0,717,717,22,717,0,,,717,TitleI:no chng,717,"$569,238 ","13,177","556,061","$5,692 ",SWP
430212,4,Q,212,P.S. 212,30Q212,Open,30,83.5,40.00%,1,780,0,0,651,651,6,651,0,,,651,TitleI:no chng,651,"$516,840 ","18,736","498,104","$5,168 ",SWP
430222,4,Q,222,P.S. Q222 - FIRE FIGHTER CHRISTOPHE,30Q222,Open,30,83.7,40.00%,1,257,0,0,215,215,32,215,0,,,215,TitleI:no chng,215,"$170,692 ","6,589","164,103","$1,707 ",SWP
430227,4,Q,227,I.S. 227 LOUIS ARMSTRONG,30Q227,Open,30,68.9,40.00%,1,"1,483",0,0,"1,022","1,022",7,"1,022",0,UU,,1022,TitleI:no chng,"1,022","$811,382 ","811,382",0,"$8,114 ",SWP
430228,4,Q,228,P.S. 228 EARLY CHILDHOOD MAGNET S,30Q228,Open,30,89.8,40.00%,1,322,0,0,289,289,53,289,0,UU,,289,TitleI:no chng,289,"$229,442 ","7,206","222,236","$2,294 ",SWP
430230,4,Q,230,I.S. 230,30Q230,Open,30,85.5,40.00%,1,945,0,0,808,808,40,808,0,,,808,TitleI:no chng,808,"$641,484 ","23,884","617,600","$6,415 ",SWP
430234,4,Q,234,P.S. 234,30Q234,Open,30,88.3,40.00%,1,652,0,0,576,576,5,576,0,UU,,576,TitleI:no chng,576,"$457,296 ","15,648","441,648","$4,573 ",SWP
430235,4,Q,235,ACADEMY FOR NEW AMERICANS,30Q235,Open,30,97.5,40.00%,1,163,0,0,159,159,5,159,0,,,159,TitleI:no chng,159,"$126,233 ","2,059","124,174","$1,262 ",SWP
430286,4,Q,286,YOUNG WOMEN'S LEADERSHIP SCHOO 30Q286,,Open,30,73.7,40.00%,1,335,0,82,247,247,9,247,60,,,247,TitleI:no chng,307,"$243,732 ","12,148","231,584","$2,437 ",SWP
430301,4,Q,301,ACADEMY FOR CAREERS IN TELEVISION 30Q301,,Open,30,72.1,40.00%,1,219,0,100,158,158,1,158,72,,,158,TitleI:no chng,230,"$182,601 ","9,471","173,130","$1,826 ",SWP
430445,4,Q,445,WILLIAM CULLEN BRYANT HIGH SCHOO 30Q445,,Open,30,30.1,40.00%,0,"3,082",0,0,928,0,45,45,0,UC,,45,Non-T1:STH only:no chng,45,"$35,726 ",0,"35,726",$357 ,Target
430450,4,Q,450,LONG ISLAND CITY HIGH SCHOOL,30Q450,Open,30,72.1,40.00%,1,"3,234",0,0,"2,332","2,332",39,"2,332",0,,,2332,TitleI:no chng,"2,332","$1,851,413 ","65,268","1,786,145","$18,514 ",SWP
430501,4,Q,501,FRANK SINATRA SCHOOL OF THE ARTS,30Q501,Open,30,30.9,40.00%,0,722,0,0,223,0,2,2,0,,,2,Non-T1:STH only:no chng,2,"$1,588 ",0,"1,588",$16 ,
430502,4,Q,502,INFORMATION TECHNOLOGY HIGH SCH 30Q502,,Open,30,82.6,40.00%,1,977,0,0,807,807,15,807,0,,,807,TitleI:no chng,807,"$640,690 ","20,177","620,513","$6,407 ",SWP
430555,4,Q,555,NEWCOMERS HIGH SCHOOL,30Q555,Open,30,86.6,40.00%,1,898,0,0,778,778,85,778,0,,A,778,TitleI:no chng,778,"$617,667 ","13,589","604,078","$6,177 ",SWP
430575,4,Q,575,ACADEMY OF AMERICAN STUDIES,30Q575,Open,30,68.9,40.00%,1,702,0,0,484,484,3,484,0,,A,484,TitleI:no chng,484,"$384,255 ","384,255",0,"$3,843 ",SWP
430580,4,Q,580,BACCALAUREATE SCHOOL FOR GLOBAL 30Q580,,Open,30,46.9,40.00%,1,424,0,0,199,199,2,199,0,UU,,199,TitleI:no chng,199,"$157,989 ","157,989",0,"$1,580 ",SWP
